frame.number,frame.time,frame.time_delta,frame.len,mac-lte.rnti,mac-lte.direction,Application
19426,Jul 26 2019 19:22:46.417978000 MST,0.001117,72,70.0,1.0,amazon
19427,Jul 26 2019 19:22:46.419919000 MST,0.001941,72,70.0,1.0,amazon
19428,Jul 26 2019 19:22:46.422896000 MST,0.002977,88,70.0,1.0,amazon
19429,Jul 26 2019 19:22:46.428898000 MST,0.006002,468,70.0,1.0,amazon
19430,Jul 26 2019 19:22:46.449933000 MST,0.021035,548,70.0,0.0,amazon
19431,Jul 26 2019 19:22:46.462794000 MST,0.012861,72,70.0,1.0,amazon
19432,Jul 26 2019 19:22:46.489981000 MST,0.027187,2784,70.0,1.0,amazon
19433,Jul 26 2019 19:22:46.491955000 MST,0.001974,1302,70.0,1.0,amazon
19434,Jul 26 2019 19:22:46.509903000 MST,0.017948,548,70.0,0.0,amazon
19435,Jul 26 2019 19:22:46.529991000 MST,0.020088,548,70.0,0.0,amazon
19436,Jul 26 2019 19:22:46.569899000 MST,0.039908,548,70.0,0.0,amazon
19437,Jul 26 2019 19:22:46.582951000 MST,0.013052,128,70.0,1.0,amazon
19438,Jul 26 2019 19:22:46.649924000 MST,0.066973,548,70.0,0.0,amazon
19439,Jul 26 2019 19:22:46.659074000 MST,0.00915,1398,70.0,0.0,amazon
19440,Jul 26 2019 19:22:46.692912000 MST,0.033838,708,70.0,1.0,amazon
19441,Jul 26 2019 19:22:46.693849000 MST,0.000937,2784,70.0,1.0,amazon
19442,Jul 26 2019 19:22:46.694880000 MST,0.001031,1398,70.0,1.0,amazon
19443,Jul 26 2019 19:22:46.695985000 MST,0.001105,3978,70.0,1.0,amazon
19444,Jul 26 2019 19:22:46.696816000 MST,0.000831,2592,70.0,1.0,amazon
19445,Jul 26 2019 19:22:46.697901000 MST,0.001085,1398,70.0,1.0,amazon
19446,Jul 26 2019 19:22:46.698975000 MST,0.001074,1398,70.0,1.0,amazon
19447,Jul 26 2019 19:22:46.699842000 MST,0.000867,2784,70.0,1.0,amazon
19448,Jul 26 2019 19:22:46.701923000 MST,0.002081,2784,70.0,1.0,amazon
19449,Jul 26 2019 19:22:46.703982000 MST,0.002059,2784,70.0,1.0,amazon
19450,Jul 26 2019 19:22:46.705948000 MST,0.001966,3978,70.0,1.0,amazon
19451,Jul 26 2019 19:22:46.706953000 MST,0.001005,3978,70.0,1.0,amazon
19452,Jul 26 2019 19:22:46.707919000 MST,0.000966,3978,70.0,1.0,amazon
19453,Jul 26 2019 19:22:46.708920000 MST,0.001001,3978,70.0,1.0,amazon
19454,Jul 26 2019 19:22:46.710001000 MST,0.001081,3978,70.0,1.0,amazon
19455,Jul 26 2019 19:22:46.712006000 MST,0.002005,3978,70.0,1.0,amazon
19456,Jul 26 2019 19:22:46.712817000 MST,0.000811,3978,70.0,1.0,amazon
19457,Jul 26 2019 19:22:46.713922000 MST,0.001105,3978,70.0,1.0,amazon
19458,Jul 26 2019 19:22:46.714964000 MST,0.001042,1635,70.0,1.0,amazon
19459,Jul 26 2019 19:22:46.716894000 MST,0.00193,3978,70.0,1.0,amazon
19460,Jul 26 2019 19:22:46.718025000 MST,0.001131,3978,70.0,1.0,amazon
19461,Jul 26 2019 19:22:46.719975000 MST,0.00195,2784,70.0,1.0,amazon
19462,Jul 26 2019 19:22:46.721943000 MST,0.001968,2784,70.0,1.0,amazon
19463,Jul 26 2019 19:22:46.723844000 MST,0.001901,2784,70.0,1.0,amazon
19464,Jul 26 2019 19:22:46.725969000 MST,0.002125,2784,70.0,1.0,amazon
19465,Jul 26 2019 19:22:46.727935000 MST,0.001966,2784,70.0,1.0,amazon
19466,Jul 26 2019 19:22:46.729924000 MST,0.001989,548,70.0,0.0,amazon
19467,Jul 26 2019 19:22:46.730883000 MST,0.000959,3978,70.0,1.0,amazon
19468,Jul 26 2019 19:22:46.732050000 MST,0.001167,3978,70.0,1.0,amazon
19469,Jul 26 2019 19:22:46.733967000 MST,0.001917,2784,70.0,1.0,amazon
19470,Jul 26 2019 19:22:46.735917000 MST,0.00195,2784,70.0,1.0,amazon
19471,Jul 26 2019 19:22:46.737896000 MST,0.001979,2784,70.0,1.0,amazon
19472,Jul 26 2019 19:22:46.738972000 MST,0.001076,732,70.0,0.0,amazon
19473,Jul 26 2019 19:22:46.739974000 MST,0.001002,2784,70.0,1.0,amazon
19474,Jul 26 2019 19:22:46.742007000 MST,0.002033,2784,70.0,1.0,amazon
19475,Jul 26 2019 19:22:46.742945000 MST,0.000938,2784,70.0,1.0,amazon
19476,Jul 26 2019 19:22:46.743906000 MST,0.000961,2784,70.0,1.0,amazon
19477,Jul 26 2019 19:22:46.745856000 MST,0.00195,2784,70.0,1.0,amazon
19478,Jul 26 2019 19:22:46.748053000 MST,0.002197,982,70.0,0.0,amazon
19479,Jul 26 2019 19:22:46.748092000 MST,3.9e-05,2784,70.0,1.0,amazon
19480,Jul 26 2019 19:22:46.749938000 MST,0.001846,2784,70.0,1.0,amazon
19481,Jul 26 2019 19:22:46.750995000 MST,0.001057,1398,70.0,1.0,amazon
19482,Jul 26 2019 19:22:46.751918000 MST,0.000923,1398,70.0,1.0,amazon
19483,Jul 26 2019 19:22:46.754017000 MST,0.002099,2784,70.0,1.0,amazon
19484,Jul 26 2019 19:22:46.755958000 MST,0.001941,3978,70.0,1.0,amazon
19485,Jul 26 2019 19:22:46.756794000 MST,0.000836,1302,70.0,1.0,amazon
19486,Jul 26 2019 19:22:46.757908000 MST,0.001114,2784,70.0,1.0,amazon
19487,Jul 26 2019 19:22:46.758964000 MST,0.001056,1398,70.0,1.0,amazon
19488,Jul 26 2019 19:22:46.759871000 MST,0.000907,1398,70.0,1.0,amazon
19489,Jul 26 2019 19:22:46.760942000 MST,0.001071,1398,70.0,1.0,amazon
19490,Jul 26 2019 19:22:46.762030000 MST,0.001088,1398,70.0,1.0,amazon
19491,Jul 26 2019 19:22:46.762874000 MST,0.000844,1398,70.0,1.0,amazon
19492,Jul 26 2019 19:22:46.763960000 MST,0.001086,1398,70.0,1.0,amazon
19493,Jul 26 2019 19:22:46.764857000 MST,0.000897,1398,70.0,1.0,amazon
19494,Jul 26 2019 19:22:46.765905000 MST,0.001048,1398,70.0,1.0,amazon
19495,Jul 26 2019 19:22:46.767827000 MST,0.001922,3978,70.0,1.0,amazon
19496,Jul 26 2019 19:22:46.768885000 MST,0.001058,2592,70.0,1.0,amazon
19497,Jul 26 2019 19:22:46.770018000 MST,0.001133,548,70.0,0.0,amazon
19498,Jul 26 2019 19:22:46.770060000 MST,4.2e-05,1398,70.0,1.0,amazon
19499,Jul 26 2019 19:22:46.772966000 MST,0.002906,2784,70.0,1.0,amazon
19500,Jul 26 2019 19:22:46.773890000 MST,0.000924,2784,70.0,1.0,amazon
19501,Jul 26 2019 19:22:46.775829000 MST,0.001939,2784,70.0,1.0,amazon
19502,Jul 26 2019 19:22:46.780946000 MST,0.005117,1398,70.0,1.0,amazon
19503,Jul 26 2019 19:22:46.789889000 MST,0.008943,548,70.0,0.0,amazon
19504,Jul 26 2019 19:22:46.790861000 MST,0.000972,2784,70.0,1.0,amazon
19505,Jul 26 2019 19:22:46.791985000 MST,0.001124,2784,70.0,1.0,amazon
19506,Jul 26 2019 19:22:46.793911000 MST,0.001926,2784,70.0,1.0,amazon
19507,Jul 26 2019 19:22:46.794947000 MST,0.001036,1398,70.0,1.0,amazon
19508,Jul 26 2019 19:22:46.795861000 MST,0.000914,1398,70.0,1.0,amazon
19509,Jul 26 2019 19:22:46.796892000 MST,0.001031,1398,70.0,1.0,amazon
19510,Jul 26 2019 19:22:46.797803000 MST,0.000911,1398,70.0,1.0,amazon
19511,Jul 26 2019 19:22:46.799972000 MST,0.002169,3978,70.0,1.0,amazon
19512,Jul 26 2019 19:22:46.800824000 MST,0.000852,1302,70.0,1.0,amazon
19513,Jul 26 2019 19:22:46.809937000 MST,0.009113,548,70.0,0.0,amazon
19514,Jul 26 2019 19:22:46.812881000 MST,0.002944,2784,70.0,1.0,amazon
19515,Jul 26 2019 19:22:46.813959000 MST,0.001078,2784,70.0,1.0,amazon
19516,Jul 26 2019 19:22:46.815910000 MST,0.001951,2784,70.0,1.0,amazon
19517,Jul 26 2019 19:22:46.816942000 MST,0.001032,2784,70.0,1.0,amazon
19518,Jul 26 2019 19:22:46.818894000 MST,0.001952,2784,70.0,1.0,amazon
19519,Jul 26 2019 19:22:46.820878000 MST,0.001984,3978,70.0,1.0,amazon
19520,Jul 26 2019 19:22:46.822872000 MST,0.001994,2784,70.0,1.0,amazon
19521,Jul 26 2019 19:22:46.824996000 MST,0.002124,2784,70.0,1.0,amazon
19522,Jul 26 2019 19:22:46.826947000 MST,0.001951,2784,70.0,1.0,amazon
19523,Jul 26 2019 19:22:46.828919000 MST,0.001972,3677,70.0,1.0,amazon
19524,Jul 26 2019 19:22:46.829998000 MST,0.001079,548,70.0,0.0,amazon
19525,Jul 26 2019 19:22:46.850037000 MST,0.020039,548,70.0,0.0,amazon
19526,Jul 26 2019 19:22:46.869907000 MST,0.01987,548,70.0,0.0,amazon
19527,Jul 26 2019 19:22:47.809938000 MST,0.940031,548,70.0,0.0,amazon
19528,Jul 26 2019 19:22:47.857960000 MST,0.048022,3978,70.0,1.0,amazon
19529,Jul 26 2019 19:22:47.858823000 MST,0.000863,3978,70.0,1.0,amazon
19530,Jul 26 2019 19:22:47.859917000 MST,0.001094,3197,70.0,1.0,amazon
19531,Jul 26 2019 19:22:47.860949000 MST,0.001032,2784,70.0,1.0,amazon
19532,Jul 26 2019 19:22:47.862891000 MST,0.001942,2784,70.0,1.0,amazon
19533,Jul 26 2019 19:22:47.864835000 MST,0.001944,2784,70.0,1.0,amazon
19534,Jul 26 2019 19:22:47.866813000 MST,0.001978,2784,70.0,1.0,amazon
19535,Jul 26 2019 19:22:47.868942000 MST,0.002129,2784,70.0,1.0,amazon
19536,Jul 26 2019 19:22:47.870894000 MST,0.001952,3978,70.0,1.0,amazon
19537,Jul 26 2019 19:22:47.871999000 MST,0.001105,2592,70.0,1.0,amazon
19538,Jul 26 2019 19:22:47.873925000 MST,0.001926,2784,70.0,1.0,amazon
19539,Jul 26 2019 19:22:47.874796000 MST,0.000871,1398,70.0,1.0,amazon
19540,Jul 26 2019 19:22:47.876932000 MST,0.002136,660,70.0,1.0,amazon
19541,Jul 26 2019 19:22:47.889954000 MST,0.013022,548,70.0,0.0,amazon
19542,Jul 26 2019 19:22:47.909999000 MST,0.020045,548,70.0,0.0,amazon
19543,Jul 26 2019 19:22:47.918840000 MST,0.008841,172,70.0,0.0,amazon
19544,Jul 26 2019 19:22:50.630013000 MST,2.711173,548,70.0,0.0,amazon
19545,Jul 26 2019 19:22:50.638835000 MST,0.008822,268,70.0,0.0,amazon
19546,Jul 26 2019 19:22:50.674801000 MST,0.035966,708,70.0,1.0,amazon
19547,Jul 26 2019 19:22:50.675897000 MST,0.001096,2784,70.0,1.0,amazon
19548,Jul 26 2019 19:22:50.676918000 MST,0.001021,1398,70.0,1.0,amazon
19549,Jul 26 2019 19:22:50.677847000 MST,0.000929,3978,70.0,1.0,amazon
19550,Jul 26 2019 19:22:50.678878000 MST,0.001031,2784,70.0,1.0,amazon
19551,Jul 26 2019 19:22:50.680871000 MST,0.001993,2784,70.0,1.0,amazon
19552,Jul 26 2019 19:22:50.682866000 MST,0.001995,3317,70.0,1.0,amazon
19553,Jul 26 2019 19:22:50.685860000 MST,0.002994,2784,70.0,1.0,amazon
19554,Jul 26 2019 19:22:50.687964000 MST,0.002104,2784,70.0,1.0,amazon
19555,Jul 26 2019 19:22:50.689910000 MST,0.001946,2784,70.0,1.0,amazon
19556,Jul 26 2019 19:22:50.691895000 MST,0.001985,2784,70.0,1.0,amazon
19557,Jul 26 2019 19:22:50.693847000 MST,0.001952,3978,70.0,1.0,amazon
19558,Jul 26 2019 19:22:50.694874000 MST,0.001027,1302,70.0,1.0,amazon
19559,Jul 26 2019 19:22:50.696790000 MST,0.001916,2784,70.0,1.0,amazon
19560,Jul 26 2019 19:22:50.697945000 MST,0.001155,2784,70.0,1.0,amazon
19561,Jul 26 2019 19:22:50.699892000 MST,0.001947,1398,70.0,1.0,amazon
19562,Jul 26 2019 19:22:50.701876000 MST,0.001984,2784,70.0,1.0,amazon
19563,Jul 26 2019 19:22:50.702856000 MST,0.00098,3978,70.0,1.0,amazon
19564,Jul 26 2019 19:22:50.703970000 MST,0.001114,3978,70.0,1.0,amazon
19565,Jul 26 2019 19:22:50.704802000 MST,0.000832,3978,70.0,1.0,amazon
19566,Jul 26 2019 19:22:50.705917000 MST,0.001115,3978,70.0,1.0,amazon
19567,Jul 26 2019 19:22:50.706916000 MST,0.000999,3978,70.0,1.0,amazon
19568,Jul 26 2019 19:22:50.707861000 MST,0.000945,2496,70.0,1.0,amazon
19569,Jul 26 2019 19:22:50.708887000 MST,0.001026,3978,70.0,1.0,amazon
19570,Jul 26 2019 19:22:50.710025000 MST,0.001138,548,70.0,0.0,amazon
19571,Jul 26 2019 19:22:50.710065000 MST,4e-05,1302,70.0,1.0,amazon
19572,Jul 26 2019 19:22:50.710861000 MST,0.000796,3978,70.0,1.0,amazon
19573,Jul 26 2019 19:22:50.711969000 MST,0.001108,1302,70.0,1.0,amazon
19574,Jul 26 2019 19:22:50.712810000 MST,0.000841,3978,70.0,1.0,amazon
19575,Jul 26 2019 19:22:50.713897000 MST,0.001087,2592,70.0,1.0,amazon
19576,Jul 26 2019 19:22:50.714940000 MST,0.001043,3978,70.0,1.0,amazon
19577,Jul 26 2019 19:22:50.716885000 MST,0.001945,3978,70.0,1.0,amazon
19578,Jul 26 2019 19:22:50.717956000 MST,0.001071,3978,70.0,1.0,amazon
19579,Jul 26 2019 19:22:50.718826000 MST,0.00087,2592,70.0,1.0,amazon
19580,Jul 26 2019 19:22:50.719897000 MST,0.001071,3978,70.0,1.0,amazon
19581,Jul 26 2019 19:22:50.720976000 MST,0.001079,3978,70.0,1.0,amazon
19582,Jul 26 2019 19:22:50.721911000 MST,0.000935,3557,70.0,1.0,amazon
19583,Jul 26 2019 19:22:50.723794000 MST,0.001883,2784,70.0,1.0,amazon
19584,Jul 26 2019 19:22:50.725953000 MST,0.002159,2784,70.0,1.0,amazon
19585,Jul 26 2019 19:22:50.727888000 MST,0.001935,2784,70.0,1.0,amazon
19586,Jul 26 2019 19:22:50.729896000 MST,0.002008,548,70.0,0.0,amazon
19587,Jul 26 2019 19:22:50.729943000 MST,4.7e-05,2784,70.0,1.0,amazon
19588,Jul 26 2019 19:22:50.732815000 MST,0.002872,3978,70.0,1.0,amazon
19589,Jul 26 2019 19:22:50.733961000 MST,0.001146,2592,70.0,1.0,amazon
19590,Jul 26 2019 19:22:50.734764000 MST,0.000803,1398,70.0,1.0,amazon
19591,Jul 26 2019 19:22:50.735906000 MST,0.001142,1398,70.0,1.0,amazon
19592,Jul 26 2019 19:22:50.736892000 MST,0.000986,1398,70.0,1.0,amazon
19593,Jul 26 2019 19:22:50.738917000 MST,0.002025,732,70.0,0.0,amazon
19594,Jul 26 2019 19:22:50.738942000 MST,2.5e-05,2784,70.0,1.0,amazon
19595,Jul 26 2019 19:22:50.740860000 MST,0.001918,2784,70.0,1.0,amazon
19596,Jul 26 2019 19:22:50.742949000 MST,0.002089,2784,70.0,1.0,amazon
19597,Jul 26 2019 19:22:50.744914000 MST,0.001965,2784,70.0,1.0,amazon
19598,Jul 26 2019 19:22:50.747997000 MST,0.003083,982,70.0,0.0,amazon
19599,Jul 26 2019 19:22:50.748045000 MST,4.8e-05,3978,70.0,1.0,amazon
19600,Jul 26 2019 19:22:50.748812000 MST,0.000767,1302,70.0,1.0,amazon
19601,Jul 26 2019 19:22:50.751878000 MST,0.003066,1398,70.0,1.0,amazon
19602,Jul 26 2019 19:22:50.752925000 MST,0.001047,2784,70.0,1.0,amazon
19603,Jul 26 2019 19:22:50.753972000 MST,0.001047,1398,70.0,1.0,amazon
19604,Jul 26 2019 19:22:50.756887000 MST,0.002915,982,70.0,0.0,amazon
19605,Jul 26 2019 19:22:50.769989000 MST,0.013102,548,70.0,0.0,amazon
19606,Jul 26 2019 19:22:50.772931000 MST,0.002942,3978,70.0,1.0,amazon
19607,Jul 26 2019 19:22:50.773837000 MST,0.000906,2592,70.0,1.0,amazon
19608,Jul 26 2019 19:22:50.775964000 MST,0.002127,2784,70.0,1.0,amazon
19609,Jul 26 2019 19:22:50.777898000 MST,0.001934,2784,70.0,1.0,amazon
19610,Jul 26 2019 19:22:50.779893000 MST,0.001995,2784,70.0,1.0,amazon
19611,Jul 26 2019 19:22:50.781889000 MST,0.001996,1398,70.0,1.0,amazon
19612,Jul 26 2019 19:22:50.782848000 MST,0.000959,1398,70.0,1.0,amazon
19613,Jul 26 2019 19:22:50.783979000 MST,0.001131,1398,70.0,1.0,amazon
19614,Jul 26 2019 19:22:50.784801000 MST,0.000822,1398,70.0,1.0,amazon
19615,Jul 26 2019 19:22:50.786949000 MST,0.002148,3978,70.0,1.0,amazon
19616,Jul 26 2019 19:22:50.787886000 MST,0.000937,1302,70.0,1.0,amazon
19617,Jul 26 2019 19:22:50.788876000 MST,0.00099,2784,70.0,1.0,amazon
19618,Jul 26 2019 19:22:50.789864000 MST,0.000988,548,70.0,0.0,amazon
19619,Jul 26 2019 19:22:50.790878000 MST,0.001014,2784,70.0,1.0,amazon
19620,Jul 26 2019 19:22:50.792812000 MST,0.001934,2784,70.0,1.0,amazon
19621,Jul 26 2019 19:22:50.794938000 MST,0.002126,3978,70.0,1.0,amazon
19622,Jul 26 2019 19:22:50.796889000 MST,0.001951,2784,70.0,1.0,amazon
19623,Jul 26 2019 19:22:50.798837000 MST,0.001948,1851,70.0,1.0,amazon
19624,Jul 26 2019 19:22:50.809910000 MST,0.011073,548,70.0,0.0,amazon
19625,Jul 26 2019 19:22:50.829972000 MST,0.020062,548,70.0,0.0,amazon
19626,Jul 26 2019 19:22:52.669912000 MST,1.83994,548,70.0,0.0,amazon
19627,Jul 26 2019 19:22:52.678922000 MST,0.00901,268,70.0,0.0,amazon
19628,Jul 26 2019 19:22:52.714879000 MST,0.035957,708,70.0,1.0,amazon
19629,Jul 26 2019 19:22:52.715807000 MST,0.000928,2784,70.0,1.0,amazon
19630,Jul 26 2019 19:22:52.716851000 MST,0.001044,1398,70.0,1.0,amazon
19631,Jul 26 2019 19:22:52.717913000 MST,0.001062,3978,70.0,1.0,amazon
19632,Jul 26 2019 19:22:52.718791000 MST,0.000878,2784,70.0,1.0,amazon
19633,Jul 26 2019 19:22:52.719897000 MST,0.001106,1398,70.0,1.0,amazon
19634,Jul 26 2019 19:22:52.720962000 MST,0.001065,1398,70.0,1.0,amazon
19635,Jul 26 2019 19:22:52.721885000 MST,0.000923,2067,70.0,1.0,amazon
19636,Jul 26 2019 19:22:52.722902000 MST,0.001017,3978,70.0,1.0,amazon
19637,Jul 26 2019 19:22:52.723844000 MST,0.000942,3978,70.0,1.0,amazon
19638,Jul 26 2019 19:22:52.725947000 MST,0.002103,3978,70.0,1.0,amazon
19639,Jul 26 2019 19:22:52.726817000 MST,0.00087,3978,70.0,1.0,amazon
19640,Jul 26 2019 19:22:52.727906000 MST,0.001089,3978,70.0,1.0,amazon
19641,Jul 26 2019 19:22:52.728932000 MST,0.001026,3978,70.0,1.0,amazon
19642,Jul 26 2019 19:22:52.729851000 MST,0.000919,3978,70.0,1.0,amazon
19643,Jul 26 2019 19:22:52.730879000 MST,0.001028,3978,70.0,1.0,amazon
19644,Jul 26 2019 19:22:52.732019000 MST,0.00114,3978,70.0,1.0,amazon
19645,Jul 26 2019 19:22:52.733933000 MST,0.001914,3978,70.0,1.0,amazon
19646,Jul 26 2019 19:22:52.734782000 MST,0.000849,3978,70.0,1.0,amazon
19647,Jul 26 2019 19:22:52.735885000 MST,0.001103,3437,70.0,1.0,amazon
19648,Jul 26 2019 19:22:52.736930000 MST,0.001045,3978,70.0,1.0,amazon
19649,Jul 26 2019 19:22:52.737831000 MST,0.000901,3978,70.0,1.0,amazon
19650,Jul 26 2019 19:22:52.738861000 MST,0.00103,3978,70.0,1.0,amazon
19651,Jul 26 2019 19:22:52.739975000 MST,0.001114,3837,70.0,1.0,amazon
19652,Jul 26 2019 19:22:52.740821000 MST,0.000846,3978,70.0,1.0,amazon
19653,Jul 26 2019 19:22:52.741932000 MST,0.001111,3557,70.0,1.0,amazon
19654,Jul 26 2019 19:22:52.742953000 MST,0.001021,128,70.0,1.0,amazon
19655,Jul 26 2019 19:22:52.743847000 MST,0.000894,2784,70.0,1.0,amazon
19656,Jul 26 2019 19:22:52.744899000 MST,0.001052,1398,70.0,1.0,amazon
19657,Jul 26 2019 19:22:52.745798000 MST,0.000899,1398,70.0,1.0,amazon
19658,Jul 26 2019 19:22:52.746858000 MST,0.00106,1398,70.0,1.0,amazon
19659,Jul 26 2019 19:22:52.747927000 MST,0.001069,1398,70.0,1.0,amazon
19660,Jul 26 2019 19:22:52.748797000 MST,0.00087,2784,70.0,1.0,amazon
19661,Jul 26 2019 19:22:52.749923000 MST,0.001126,548,70.0,0.0,amazon
19662,Jul 26 2019 19:22:52.750952000 MST,0.001029,2784,70.0,1.0,amazon
19663,Jul 26 2019 19:22:52.752872000 MST,0.00192,3978,70.0,1.0,amazon
19664,Jul 26 2019 19:22:52.753983000 MST,0.001111,2784,70.0,1.0,amazon
19665,Jul 26 2019 19:22:52.754833000 MST,0.00085,1398,70.0,1.0,amazon
19666,Jul 26 2019 19:22:52.755932000 MST,0.001099,2784,70.0,1.0,amazon
19667,Jul 26 2019 19:22:52.757855000 MST,0.001923,2784,70.0,1.0,amazon
19668,Jul 26 2019 19:22:52.759026000 MST,0.001171,1158,70.0,0.0,amazon
19669,Jul 26 2019 19:22:52.759784000 MST,0.000758,2784,70.0,1.0,amazon
19670,Jul 26 2019 19:22:52.762017000 MST,0.002233,2784,70.0,1.0,amazon
19671,Jul 26 2019 19:22:52.763917000 MST,0.0019,3978,70.0,1.0,amazon
19672,Jul 26 2019 19:22:52.764925000 MST,0.001008,3978,70.0,1.0,amazon
19673,Jul 26 2019 19:22:52.766875000 MST,0.00195,2784,70.0,1.0,amazon
19674,Jul 26 2019 19:22:52.767906000 MST,0.001031,1158,70.0,0.0,amazon
19675,Jul 26 2019 19:22:52.768827000 MST,0.000921,2784,70.0,1.0,amazon
19676,Jul 26 2019 19:22:52.769931000 MST,0.001104,1398,70.0,1.0,amazon
19677,Jul 26 2019 19:22:52.770780000 MST,0.000849,1398,70.0,1.0,amazon
19678,Jul 26 2019 19:22:52.771905000 MST,0.001125,1398,70.0,1.0,amazon
19679,Jul 26 2019 19:22:52.772943000 MST,0.001038,1398,70.0,1.0,amazon
19680,Jul 26 2019 19:22:52.773814000 MST,0.000871,1398,70.0,1.0,amazon
19681,Jul 26 2019 19:22:52.774888000 MST,0.001074,1398,70.0,1.0,amazon
19682,Jul 26 2019 19:22:52.775960000 MST,0.001072,1398,70.0,1.0,amazon
19683,Jul 26 2019 19:22:52.776832000 MST,0.000872,3978,70.0,1.0,amazon
19684,Jul 26 2019 19:22:52.777932000 MST,0.0011,2784,70.0,1.0,amazon
19685,Jul 26 2019 19:22:52.779883000 MST,0.001951,2784,70.0,1.0,amazon
19686,Jul 26 2019 19:22:52.789848000 MST,0.009965,548,70.0,0.0,amazon
19687,Jul 26 2019 19:22:52.792801000 MST,0.002953,3978,70.0,1.0,amazon
19688,Jul 26 2019 19:22:52.793882000 MST,0.001081,2784,70.0,1.0,amazon
19689,Jul 26 2019 19:22:52.794901000 MST,0.001019,2784,70.0,1.0,amazon
19690,Jul 26 2019 19:22:52.796848000 MST,0.001947,2784,70.0,1.0,amazon
19691,Jul 26 2019 19:22:52.798829000 MST,0.001981,112,70.0,0.0,amazon
19692,Jul 26 2019 19:22:52.801954000 MST,0.003125,3557,70.0,1.0,amazon
19693,Jul 26 2019 19:22:52.802908000 MST,0.000954,1707,70.0,1.0,amazon
19694,Jul 26 2019 19:22:52.803794000 MST,0.000886,1398,70.0,1.0,amazon
19695,Jul 26 2019 19:22:52.804858000 MST,0.001064,1398,70.0,1.0,amazon
19696,Jul 26 2019 19:22:52.806814000 MST,0.001956,3978,70.0,1.0,amazon
19697,Jul 26 2019 19:22:52.807937000 MST,0.001123,404,70.0,0.0,amazon
19698,Jul 26 2019 19:22:52.807970000 MST,3.3e-05,3978,70.0,1.0,amazon
19699,Jul 26 2019 19:22:52.808938000 MST,0.000968,1398,70.0,1.0,amazon
19700,Jul 26 2019 19:22:52.809876000 MST,0.000938,1398,70.0,1.0,amazon
19701,Jul 26 2019 19:22:52.810896000 MST,0.00102,2784,70.0,1.0,amazon
19702,Jul 26 2019 19:22:52.812847000 MST,0.001951,3978,70.0,1.0,amazon
19703,Jul 26 2019 19:22:52.814795000 MST,0.001948,2784,70.0,1.0,amazon
19704,Jul 26 2019 19:22:52.815906000 MST,0.001111,1446,70.0,1.0,amazon
19705,Jul 26 2019 19:22:52.816924000 MST,0.001018,1206,70.0,1.0,amazon
19706,Jul 26 2019 19:22:52.817872000 MST,0.000948,2784,70.0,1.0,amazon
19707,Jul 26 2019 19:22:52.819954000 MST,0.002082,2784,70.0,1.0,amazon
19708,Jul 26 2019 19:22:52.820835000 MST,0.000881,764,70.0,1.0,amazon
19709,Jul 26 2019 19:22:52.829955000 MST,0.00912,548,70.0,0.0,amazon
19710,Jul 26 2019 19:22:52.849998000 MST,0.020043,548,70.0,0.0,amazon
19711,Jul 26 2019 19:22:54.649851000 MST,1.799853,548,70.0,0.0,amazon
19712,Jul 26 2019 19:22:54.697892000 MST,0.048041,3978,70.0,1.0,amazon
19713,Jul 26 2019 19:22:54.698912000 MST,0.00102,3978,70.0,1.0,amazon
19714,Jul 26 2019 19:22:54.699823000 MST,0.000911,2592,70.0,1.0,amazon
19715,Jul 26 2019 19:22:54.700872000 MST,0.001049,2784,70.0,1.0,amazon
19716,Jul 26 2019 19:22:54.702804000 MST,0.001932,2784,70.0,1.0,amazon
19717,Jul 26 2019 19:22:54.703932000 MST,0.001128,1398,70.0,1.0,amazon
19718,Jul 26 2019 19:22:54.704759000 MST,0.000827,1398,70.0,1.0,amazon
19719,Jul 26 2019 19:22:54.705901000 MST,0.001142,1398,70.0,1.0,amazon
19720,Jul 26 2019 19:22:54.706946000 MST,0.001045,3978,70.0,1.0,amazon
19721,Jul 26 2019 19:22:54.708930000 MST,0.001984,3978,70.0,1.0,amazon
19722,Jul 26 2019 19:22:54.709927000 MST,0.000997,1398,70.0,1.0,amazon
19723,Jul 26 2019 19:22:54.710822000 MST,0.000895,1398,70.0,1.0,amazon
19724,Jul 26 2019 19:22:54.711920000 MST,0.001098,1398,70.0,1.0,amazon
19725,Jul 26 2019 19:22:54.712768000 MST,0.000848,2784,70.0,1.0,amazon
19726,Jul 26 2019 19:22:54.713896000 MST,0.001128,1398,70.0,1.0,amazon
19727,Jul 26 2019 19:22:54.714900000 MST,0.001004,500,70.0,1.0,amazon
19728,Jul 26 2019 19:22:54.729867000 MST,0.014967,548,70.0,0.0,amazon
19729,Jul 26 2019 19:22:54.738891000 MST,0.009024,372,70.0,0.0,amazon
19730,Jul 26 2019 19:22:54.747974000 MST,0.009083,660,70.0,0.0,amazon
19731,Jul 26 2019 19:22:56.649841000 MST,1.901867,548,70.0,0.0,amazon
19732,Jul 26 2019 19:22:56.658849000 MST,0.009008,268,70.0,0.0,amazon
19733,Jul 26 2019 19:22:56.695910000 MST,0.037061,3317,70.0,1.0,amazon
19734,Jul 26 2019 19:22:56.696782000 MST,0.000872,3978,70.0,1.0,amazon
19735,Jul 26 2019 19:22:56.697876000 MST,0.001094,2784,70.0,1.0,amazon
19736,Jul 26 2019 19:22:56.698881000 MST,0.001005,1398,70.0,1.0,amazon
